date,polarity,sentiment,keyword
2018-10-15 03:57:06,positive,0.5,climate change
2018-10-15 03:57:01,negative,-0.3333333333333333,coal
2018-06-25 10:12:55,negative,-0.18333333333333335,climate change
2018-06-25 10:11:09,negative,-0.25,climate change
2018-06-25 10:12:29,neutral,0.0,climate change
2018-06-25 10:12:06,positive,0.20000000000000004,warming
2018-06-25 10:13:18,positive,0.20000000000000004,warming
2018-06-25 10:12:47,neutral,0.0,warming
2018-06-25 10:12:12,neutral,0.0,climate change
2018-06-25 10:11:19,neutral,0.0,climate change
2018-06-25 10:14:09,positive,0.20000000000000004,warming
2018-06-25 10:14:17,neutral,0.0,climate change
2018-06-25 10:13:41,neutral,0.0,climate change
2018-06-25 10:13:41,neutral,0.0,climate change
2018-06-25 10:14:40,neutral,0.0,climate change
2018-06-25 10:15:04,neutral,0.0,warming
2018-06-25 10:15:05,neutral,0.0,climate change
